Timestamp,Device_ID,Source_IP,Destination_IP,Packet_Count,Bytes_Transferred,Duration,Protocol,Source_Port,Destination_Port,Label
2026-02-17T09:14:07.870Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,44,1518,2435,tcp,49544,80,0
2026-02-17T09:14:12.914Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,27,1778,2440,tcp,52692,80,0
2026-02-17T09:14:17.953Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,30,1936,2445,tcp,61640,80,0
2026-02-17T09:14:22.990Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,17,634,2450,tcp,51616,80,0
2026-02-17T09:14:28.022Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,32,3739,2455,tcp,49253,80,0
2026-02-17T09:14:33.058Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,27,1544,2460,tcp,58606,80,0
2026-02-17T09:14:38.098Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,43,3574,2466,tcp,57558,80,0
2026-02-17T09:14:43.138Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,25,3470,2471,tcp,51445,80,0
2026-02-17T09:14:48.170Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,36,3429,2476,tcp,55149,80,0
2026-02-17T09:14:53.205Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,44,1860,2481,tcp,60473,80,0
2026-02-17T09:14:58.243Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,21,3935,2486,tcp,55165,80,0
2026-02-17T09:15:03.281Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,34,1991,2491,tcp,62169,80,0
2026-02-17T09:15:08.322Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,36,1091,2496,tcp,60921,80,0
2026-02-17T09:15:13.358Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,19,2052,2501,tcp,55371,80,0
2026-02-17T09:15:18.397Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,39,1616,2506,tcp,57670,80,0
2026-02-17T09:15:23.441Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,16,3151,2511,tcp,49393,80,0
2026-02-17T09:15:28.478Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,20,2981,2516,tcp,60981,80,0
2026-02-17T09:15:33.524Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,27,1824,2521,tcp,58128,80,0
2026-02-17T09:15:38.556Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,49,2515,2526,tcp,51009,80,0
2026-02-17T09:15:43.624Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,24,4064,2531,tcp,56065,80,0
2026-02-17T09:15:48.674Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,21,4390,2536,tcp,50738,80,0
2026-02-17T09:15:53.715Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,10,2167,2541,tcp,51457,80,0
2026-02-17T09:15:58.756Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,39,3816,2546,tcp,56625,80,0
2026-02-17T09:16:03.894Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,37,690,2551,tcp,54760,80,0
2026-02-17T09:16:08.830Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,12,4819,2556,tcp,59678,80,0
2026-02-17T09:16:13.872Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,45,4234,2561,tcp,49810,80,0
2026-02-17T09:16:18.977Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,20,2822,2566,tcp,51245,80,0
2026-02-17T09:16:23.990Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,49,583,2571,tcp,51352,80,0
2026-02-17T09:16:28.929Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,42,3633,2576,tcp,59102,80,0
2026-02-17T09:16:33.961Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,13,4882,2581,tcp,53505,80,0
2026-02-17T09:16:38.995Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,39,2733,2586,tcp,51841,80,0
2026-02-17T09:16:44.030Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,44,3618,2591,tcp,55919,80,0
2026-02-17T09:16:49.084Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,17,1142,2596,tcp,52443,80,0
2026-02-17T09:16:54.129Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,30,3216,2602,tcp,53079,80,0
2026-02-17T09:16:59.167Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,34,3769,2607,tcp,60818,80,0
2026-02-17T09:17:04.244Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,16,2758,2612,tcp,57740,80,0
2026-02-17T09:17:09.277Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,38,552,2617,tcp,58066,80,0
2026-02-17T09:17:14.339Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,35,3992,2622,tcp,64746,80,0
2026-02-17T09:17:19.391Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,41,4746,2627,tcp,51583,80,0
2026-02-17T09:17:24.425Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,12,2520,2632,tcp,60714,80,0
2026-02-17T09:17:29.475Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,40,3221,2637,tcp,51255,80,0
2026-02-17T09:17:34.513Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,24,3294,2642,tcp,57345,80,0
2026-02-17T09:17:39.565Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,11,938,2647,tcp,63924,80,0
2026-02-17T09:17:44.600Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,46,2666,2652,tcp,58400,80,0
2026-02-17T09:17:49.642Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,35,3910,2657,tcp,55281,80,0
2026-02-17T09:17:54.699Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,46,3836,2662,tcp,56782,80,0
2026-02-17T09:17:59.744Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,48,3377,2667,tcp,60456,80,0
2026-02-17T09:18:04.820Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,18,3446,2672,tcp,61693,80,0
2026-02-17T09:18:09.852Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,11,3662,2677,tcp,49731,80,0
2026-02-17T09:18:14.889Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,44,4390,2682,tcp,51367,80,0
2026-02-17T09:18:19.973Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,23,1323,2687,tcp,63034,80,0
2026-02-17T09:18:25.017Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,15,3438,2692,tcp,61120,80,0
2026-02-17T09:18:30.082Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,18,674,2697,tcp,58836,80,0
2026-02-17T09:18:35.138Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,14,2263,2703,tcp,61915,80,0
2026-02-17T09:18:40.180Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,46,3573,2708,tcp,56779,80,0
2026-02-17T09:18:45.271Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,16,3603,2713,tcp,63329,80,0
2026-02-17T09:18:50.313Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,10,756,2718,tcp,52465,80,0
2026-02-17T09:18:55.774Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,35,792,2723,tcp,60442,80,0
2026-02-17T09:19:00.432Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,10,2561,2728,tcp,62485,80,0
2026-02-17T09:19:05.480Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,11,4517,2733,tcp,65108,80,0
2026-02-17T09:19:10.518Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,42,1524,2738,tcp,61508,80,0
2026-02-17T09:19:15.682Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,30,809,2743,tcp,53851,80,0
2026-02-17T09:19:20.613Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,17,2135,2748,tcp,62760,80,0
2026-02-17T09:19:25.650Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,22,3507,2753,tcp,64252,80,0
2026-02-17T09:19:30.721Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,30,2134,2758,tcp,61111,80,0
2026-02-17T09:19:35.753Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,18,3146,2763,tcp,52456,80,0
2026-02-17T09:19:40.898Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,18,2330,2768,tcp,62239,80,0
2026-02-17T09:19:45.918Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,22,2595,2773,tcp,54781,80,0
2026-02-17T09:19:51.281Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,36,4736,2778,tcp,60451,80,0
2026-02-17T09:19:56.096Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,31,2923,2783,tcp,54705,80,0
2026-02-17T09:20:01.027Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,30,664,2788,tcp,58965,80,0
2026-02-17T09:20:06.091Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,15,728,2793,tcp,49469,80,0
2026-02-17T09:20:11.130Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,12,2013,2799,tcp,59850,80,0
2026-02-17T09:20:16.162Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,15,3257,2804,tcp,53800,80,0
2026-02-17T09:20:21.215Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,44,922,2809,tcp,51231,80,0
2026-02-17T09:20:26.250Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,47,3038,2814,tcp,50456,80,0
2026-02-17T09:20:31.288Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,21,4774,2819,tcp,49367,80,0
2026-02-17T09:20:36.323Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,37,3719,2824,tcp,57959,80,0
2026-02-17T09:20:41.370Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,37,1095,2829,tcp,60808,80,0
2026-02-17T09:20:46.408Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,42,1376,2834,tcp,56877,80,0
2026-02-17T09:20:51.495Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,25,3942,2839,tcp,55364,80,0
2026-02-17T09:20:56.592Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,36,1334,2844,tcp,51427,80,0
2026-02-17T09:21:01.752Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,15,2318,2849,tcp,61927,80,0
2026-02-17T09:21:06.654Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,17,2243,2854,tcp,50661,80,0
2026-02-17T09:21:11.765Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,35,1702,2859,tcp,54631,80,0
2026-02-17T09:21:16.776Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,23,2454,2864,tcp,50934,80,0
2026-02-17T09:21:21.884Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,47,1725,2869,tcp,53342,80,0
2026-02-17T09:21:26.883Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,43,2999,2874,tcp,62996,80,0
2026-02-17T09:21:31.975Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,12,3404,2879,tcp,62547,80,0
2026-02-17T09:21:36.995Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,30,1604,2884,tcp,62479,80,0
2026-02-17T09:21:41.968Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,26,1013,2889,tcp,55118,80,0
2026-02-17T09:21:47.011Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,40,2489,2894,tcp,63030,80,0
2026-02-17T09:21:52.052Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,22,4271,2899,tcp,54392,80,0
2026-02-17T09:21:57.091Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,18,4933,2905,tcp,54740,80,0
2026-02-17T09:22:02.130Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,38,581,2910,tcp,53507,80,0
2026-02-17T09:22:07.163Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,45,4506,2915,tcp,49735,80,0
2026-02-17T09:22:12.198Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,28,1504,2920,tcp,55815,80,0
2026-02-17T09:22:17.262Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,40,1195,2925,tcp,50725,80,0
2026-02-17T09:22:22.367Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,10,4347,2930,tcp,63444,80,0
2026-02-17T09:22:27.329Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,19,2998,2935,tcp,54881,80,0
2026-02-17T09:22:32.367Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,33,3566,2940,tcp,63531,80,0
2026-02-17T09:22:37.410Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,22,1370,2945,tcp,58625,80,0
2026-02-17T09:22:42.668Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,16,4078,2950,tcp,53764,80,0
2026-02-17T09:22:47.510Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,47,1312,2955,tcp,60453,80,0
2026-02-17T09:22:52.552Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,24,3669,2960,tcp,56217,80,0
2026-02-17T09:22:57.585Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,32,2130,2965,tcp,56527,80,0
2026-02-17T09:23:02.626Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,28,3879,2970,tcp,61153,80,0
2026-02-17T09:23:07.845Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,17,4287,2975,tcp,62498,80,0
2026-02-17T09:23:12.787Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,21,1943,2980,tcp,58901,80,0
2026-02-17T09:23:18.594Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,42,1469,2985,tcp,55279,80,0
2026-02-17T09:23:22.809Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,48,1349,2990,tcp,65244,80,0
2026-02-17T09:23:27.852Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,47,3229,2995,tcp,64984,80,0
2026-02-17T09:23:32.890Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,33,2812,3000,tcp,55098,80,0
2026-02-17T09:23:37.929Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,35,4191,3005,tcp,55302,80,0
2026-02-17T09:23:42.968Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,25,1810,3010,tcp,49264,80,0
2026-02-17T09:23:48.083Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,16,3516,3015,tcp,61625,80,0
2026-02-17T09:23:53.043Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,27,2751,3020,tcp,64126,80,0
2026-02-17T09:23:58.082Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,34,1529,3026,tcp,65196,80,0
2026-02-17T09:24:03.346Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,30,2737,3031,tcp,62244,80,0
2026-02-17T09:24:08.328Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,23,1788,3036,tcp,49927,80,0
2026-02-17T09:24:13.363Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,34,2509,3041,tcp,52909,80,0
2026-02-17T09:24:18.342Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,36,1638,3046,tcp,58273,80,0
2026-02-17T09:24:23.577Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,33,4674,3051,tcp,52456,80,0
2026-02-17T09:24:28.586Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,22,3883,3056,tcp,59685,80,0
2026-02-17T09:24:33.441Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,18,4722,3061,tcp,56007,80,0
2026-02-17T09:24:38.583Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,14,3743,3066,tcp,62043,80,0
2026-02-17T09:24:43.620Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,39,1342,3071,tcp,64220,80,0
2026-02-17T09:24:48.581Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,35,2194,3076,tcp,65448,80,0
2026-02-17T09:24:53.618Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,32,1021,3081,tcp,63952,80,0
2026-02-17T09:24:58.733Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,38,4540,3086,tcp,62986,80,0
2026-02-17T09:25:03.838Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,47,3681,3091,tcp,60263,80,0
2026-02-17T09:25:08.938Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,11,1361,3096,tcp,54708,80,0
2026-02-17T09:25:14.080Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,11,694,3101,tcp,56257,80,0
2026-02-17T09:25:19.033Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,13,1037,3106,tcp,50806,80,0
2026-02-17T09:25:23.949Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,17,1289,3111,tcp,61809,80,0
2026-02-17T09:25:29.045Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,36,1332,3116,tcp,60338,80,0
2026-02-17T09:25:33.988Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,18,3574,3121,tcp,65478,80,0
2026-02-17T09:25:38.976Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,11,2119,3126,tcp,53492,80,0
2026-02-17T09:25:44.032Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,36,2462,3131,tcp,62506,80,0
2026-02-17T09:25:49.015Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,38,2793,3136,tcp,64738,80,0
2026-02-17T09:25:54.052Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,20,649,3141,tcp,62289,80,0
2026-02-17T09:25:59.091Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,12,2197,3147,tcp,56336,80,0
2026-02-17T09:26:04.127Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,34,4339,3152,tcp,60015,80,0
2026-02-17T09:26:09.162Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,44,1514,3157,tcp,59145,80,0
2026-02-17T09:26:14.200Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,20,651,3162,tcp,53609,80,0
2026-02-17T09:26:19.244Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,42,1545,3167,tcp,51110,80,0
2026-02-17T09:26:24.281Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,21,3317,3172,tcp,54433,80,0
2026-02-17T09:26:29.318Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,29,4841,3177,tcp,57035,80,0
2026-02-17T09:26:34.352Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,38,3300,3182,tcp,49612,80,0
2026-02-17T09:26:39.382Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,11,2668,3187,tcp,65522,80,0
2026-02-17T09:26:44.483Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,38,1865,3192,tcp,52690,80,0
2026-02-17T09:26:49.456Z,ESP8266_NORMAL,10.64.233.236,10.64.233.181,12,1632,3197,tcp,64533,80,0
